2017-11-24,Bytecoin,Raiden-Networ...,Basic-Attenti...,Ripio-Credit-...,Open-Trading-...,ATMChain,I/O-Coin,iExec-RLC,Moeda-Loyalty...,WeTrust,Grid+,Cofound.it,LBRY-Credits,Agrello,Safe-Exchange...,Po.et,Matchpool,DAO.Casino,KickCoin,HEAT,Kore,ECC,DecentBet,Circuits-of-V...,Internet-of-P...,Bela,Royal-Kingdom...,eBitcoin,eBoost,Growers-Inter...,REX,Miners'-Rewar...,CryptoInsight,Billionaire-T...,Universal-Cur...,Crystal-Clear-,FuturXe,AltCommunity-...,Rasputin-Onli...,eBitcoinCash,WomenCoin,Philosopher-S...,Virta-Unique-...,Gold-Pressed-...,VectorAI,BiosCrypto,Digital-Money...,Intelligent-T...,Coin(O),Pandacoin,Ultimate-Secu...,DigitalDevelo...,E4ROW,Coin2.1,OHM,020LondonCoin,Independent-M...,CryptoWorldX-...,Cthulhu-Offer...,G3N,Useless-Ether...,MorningStar,Coimatic-2.0,Tradecoin,WalletBuilder...,Future-Digita...,GOLD-Reward-T...,BT2-[CST],Infinity-Econ...,BT1-[CST],Sphre-AIR-,B2B,Accelerator-N...,Interstellar-...,Granite,Russian-Minin...,Coimatic-3.0,bitJob,Hawala.Today,Smart-Investm...,Internet-of-T...,First-Bitcoin...,Alphabit,President-Joh...,10M-Token,The-Vegan-Ini...,Pabyosi-Coin-...,UniversalRoya...,BitcoinCashSc...,GAY-Money,Advanced-Inte...,International...,Happy-Creator...,Digital-Bulli...
2017-11-25,Bytecoin,Raiden-Networ...,Basic-Attenti...,Ripio-Credit-...,ATMChain,I/O-Coin,Open-Trading-...,iExec-RLC,Moeda-Loyalty...,WeTrust,Grid+,Cofound.it,LBRY-Credits,Ambrosus,Agrello,Safe-Exchange...,Po.et,Matchpool,KickCoin,DAO.Casino,Kore,HEAT,DecentBet,Circuits-of-V...,ECC,Internet-of-P...,Bela,eBitcoin,Royal-Kingdom...,Pandacoin,Intelligent-T...,Growers-Inter...,eBoost,Coin(O),Miners'-Rewar...,CryptoInsight,Universal-Cur...,Crystal-Clear-,Billionaire-T...,Monkey-Project,FuturXe,AltCommunity-...,Rasputin-Onli...,Coin2.1,eBitcoinCash,Philosopher-S...,WomenCoin,REX,Ultimate-Secu...,DigitalDevelo...,E4ROW,OHM,020LondonCoin,Independent-M...,VectorAI,Virta-Unique-...,CryptoWorldX-...,Gold-Pressed-...,BiosCrypto,Cthulhu-Offer...,G3N,Useless-Ether...,Tradecoin,Coimatic-2.0,MorningStar,WalletBuilder...,Digital-Money...,Future-Digita...,GOLD-Reward-T...,Infinity-Econ...,BT2-[CST],Sphre-AIR-,Flixxo,BT1-[CST],Russian-Minin...,PlexCoin,Interstellar-...,B2B,DimonCoin,Accelerator-N...,bitJob,Triaconta,Internet-of-T...,UniversalRoya...,Hawala.Today,President-Joh...,First-Bitcoin...,Smart-Investm...,Coimatic-3.0,GAY-Money,Granite,BitcoinCashSc...,Pabyosi-Coin-...,10M-Token,Advanced-Inte...,The-Vegan-Ini...,Happy-Creator...,Alphabit,Digital-Bulli...,International...
2018-2-7
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26,Bitcoin,Litecoin,Monero,Bitcoin-Cash,Bitcoin-Gold,Cardano,Dash,EOS,Ethereum-Classic,Ethereum,IOTA,NEM,NEO,Qtum,Ripple,Stellar-Lumens
2018-7-26
2018-7-26
